date,campaign,ad_group,creative,spend,clicks
2023-01-01,Campaign_1,AdGroup_1,Creative_1,237.6599021161583,22
2023-01-01,Campaign_1,AdGroup_1,Creative_2,469.6508117023965,19
2023-01-01,Campaign_1,AdGroup_1,Creative_3,186.04965768432788,89
2023-01-01,Campaign_1,AdGroup_2,Creative_1,156.24003962838924,11
2023-01-01,Campaign_1,AdGroup_2,Creative_2,133.8170951199519,16
2023-01-01,Campaign_1,AdGroup_2,Creative_3,470.9925818627143,30
2023-01-01,Campaign_1,AdGroup_3,Creative_1,238.63753148148265,28
2023-01-01,Campaign_1,AdGroup_3,Creative_2,286.0466718077921,38
2023-01-01,Campaign_1,AdGroup_3,Creative_3,62.32441693906677,60
2023-01-01,Campaign_2,AdGroup_1,Creative_1,461.28291106065484,97
2023-01-01,Campaign_2,AdGroup_1,Creative_2,301.4104228005882,96
2023-01-01,Campaign_2,AdGroup_1,Creative_3,410.3350559039915,19
2023-01-01,Campaign_2,AdGroup_2,Creative_1,411.2408767718142,71
2023-01-01,Campaign_2,AdGroup_2,Creative_2,361.54517705119133,11
2023-01-01,Campaign_2,AdGroup_2,Creative_3,439.2591133905425,91
2023-01-01,Campaign_2,AdGroup_3,Creative_1,88.26989511640005,23
2023-01-01,Campaign_2,AdGroup_3,Creative_2,172.8724883975363,82
2023-01-01,Campaign_2,AdGroup_3,Creative_3,94.25607522487255,13
2023-01-01,Campaign_3,AdGroup_1,Creative_1,352.24434383996044,59
2023-01-01,Campaign_3,AdGroup_1,Creative_2,289.9243782378577,78
2023-01-01,Campaign_3,AdGroup_1,Creative_3,180.33333824561558,53
2023-01-01,Campaign_3,AdGroup_2,Creative_1,358.92541745671264,62
2023-01-01,Campaign_3,AdGroup_2,Creative_2,235.64247867636175,51
2023-01-01,Campaign_3,AdGroup_2,Creative_3,330.813493914809,74
2023-01-01,Campaign_3,AdGroup_3,Creative_1,386.67454447092774,97
2023-01-01,Campaign_3,AdGroup_3,Creative_2,149.95604639091866,35
2023-01-01,Campaign_3,AdGroup_3,Creative_3,251.55208677915732,19
2023-01-02,Campaign_1,AdGroup_1,Creative_1,93.27751720045775,33
2023-01-02,Campaign_1,AdGroup_1,Creative_2,103.77071059132257,37
2023-01-02,Campaign_1,AdGroup_1,Creative_3,58.71513104163368,93
2023-01-02,Campaign_1,AdGroup_2,Creative_1,462.58760053837784,42
2023-01-02,Campaign_1,AdGroup_2,Creative_2,169.49599671750178,33
2023-01-02,Campaign_1,AdGroup_2,Creative_3,312.9751043320681,97
2023-01-02,Campaign_1,AdGroup_3,Creative_1,308.35292247140586,84
2023-01-02,Campaign_1,AdGroup_3,Creative_2,167.44054082700058,42
2023-01-02,Campaign_1,AdGroup_3,Creative_3,96.05049297252162,65
2023-01-02,Campaign_2,AdGroup_1,Creative_1,477.4721623396878,87
2023-01-02,Campaign_2,AdGroup_1,Creative_2,236.3806712871062,87
2023-01-02,Campaign_2,AdGroup_1,Creative_3,70.40557785859396,95
2023-01-02,Campaign_2,AdGroup_2,Creative_1,281.70010042623886,86
2023-01-02,Campaign_2,AdGroup_2,Creative_2,63.41061118207697,85
2023-01-02,Campaign_2,AdGroup_2,Creative_3,456.53086187954756,82
2023-01-02,Campaign_2,AdGroup_3,Creative_1,251.5910816391882,53
2023-01-02,Campaign_2,AdGroup_3,Creative_2,413.3260799192857,46
2023-01-02,Campaign_2,AdGroup_3,Creative_3,292.2911124259933,55
2023-01-02,Campaign_3,AdGroup_1,Creative_1,467.37886117821523,92
2023-01-02,Campaign_3,AdGroup_1,Creative_2,337.0264178268544,20
2023-01-02,Campaign_3,AdGroup_1,Creative_3,447.4877410426144,91
2023-01-02,Campaign_3,AdGroup_2,Creative_1,341.4872298980064,34
2023-01-02,Campaign_3,AdGroup_2,Creative_2,207.00425389002913,30
2023-01-02,Campaign_3,AdGroup_2,Creative_3,210.43927560112473,75
2023-01-02,Campaign_3,AdGroup_3,Creative_1,242.6410354420827,34
2023-01-02,Campaign_3,AdGroup_3,Creative_2,348.54867401830165,12
2023-01-02,Campaign_3,AdGroup_3,Creative_3,101.63568782901883,20
2023-01-03,Campaign_1,AdGroup_1,Creative_1,209.88966308739273,92
2023-01-03,Campaign_1,AdGroup_1,Creative_2,220.91147904591367,76
2023-01-03,Campaign_1,AdGroup_1,Creative_3,456.5207842530142,58
2023-01-03,Campaign_1,AdGroup_2,Creative_1,185.61222293445203,15
2023-01-03,Campaign_1,AdGroup_2,Creative_2,327.7152111293257,30
2023-01-03,Campaign_1,AdGroup_2,Creative_3,310.3852688310753,32
2023-01-03,Campaign_1,AdGroup_3,Creative_1,448.6739446898485,63
2023-01-03,Campaign_1,AdGroup_3,Creative_2,330.5120521063112,65
2023-01-03,Campaign_1,AdGroup_3,Creative_3,468.2467551846926,99
2023-01-03,Campaign_2,AdGroup_1,Creative_1,298.09622353907884,93
2023-01-03,Campaign_2,AdGroup_1,Creative_2,111.71108733299499,24
2023-01-03,Campaign_2,AdGroup_1,Creative_3,136.38023520684368,53
2023-01-03,Campaign_2,AdGroup_2,Creative_1,153.66326376764755,66
2023-01-03,Campaign_2,AdGroup_2,Creative_2,389.24428480756086,34
2023-01-03,Campaign_2,AdGroup_2,Creative_3,72.186910138921,76
2023-01-03,Campaign_2,AdGroup_3,Creative_1,105.92193288747411,79
2023-01-03,Campaign_2,AdGroup_3,Creative_2,228.34097938086794,31
2023-01-03,Campaign_2,AdGroup_3,Creative_3,279.41462517376976,59
2023-01-03,Campaign_3,AdGroup_1,Creative_1,179.92302471752447,87
2023-01-03,Campaign_3,AdGroup_1,Creative_2,298.7698904085946,55
2023-01-03,Campaign_3,AdGroup_1,Creative_3,175.2434771945923,38
2023-01-03,Campaign_3,AdGroup_2,Creative_1,175.63265555501278,77
2023-01-03,Campaign_3,AdGroup_2,Creative_2,306.52999718724254,88
2023-01-03,Campaign_3,AdGroup_2,Creative_3,302.46359866506947,39
2023-01-03,Campaign_3,AdGroup_3,Creative_1,415.84773667368813,45
2023-01-03,Campaign_3,AdGroup_3,Creative_2,154.8384232284592,43
2023-01-03,Campaign_3,AdGroup_3,Creative_3,325.8266417275167,93
2023-01-04,Campaign_1,AdGroup_1,Creative_1,438.5938345517429,42
2023-01-04,Campaign_1,AdGroup_1,Creative_2,242.51568466654498,65
2023-01-04,Campaign_1,AdGroup_1,Creative_3,111.40485154730825,38
2023-01-04,Campaign_1,AdGroup_2,Creative_1,119.0023150638085,18
2023-01-04,Campaign_1,AdGroup_2,Creative_2,70.04834534514278,42
2023-01-04,Campaign_1,AdGroup_2,Creative_3,401.88130812025963,87
2023-01-04,Campaign_1,AdGroup_3,Creative_1,370.8450411722045,51
2023-01-04,Campaign_1,AdGroup_3,Creative_2,344.44569726027686,93
2023-01-04,Campaign_1,AdGroup_3,Creative_3,82.38842586026905,30
2023-01-04,Campaign_2,AdGroup_1,Creative_1,305.64520786397395,40
2023-01-04,Campaign_2,AdGroup_1,Creative_2,83.28604708274145,29
2023-01-04,Campaign_2,AdGroup_1,Creative_3,122.7283361400907,96
2023-01-04,Campaign_2,AdGroup_2,Creative_1,217.01025542996072,63
2023-01-04,Campaign_2,AdGroup_2,Creative_2,431.07296067051584,70
2023-01-04,Campaign_2,AdGroup_2,Creative_3,184.4061089470712,42
2023-01-04,Campaign_2,AdGroup_3,Creative_1,423.0414047975804,34
2023-01-04,Campaign_2,AdGroup_3,Creative_2,391.70695773034754,48
2023-01-04,Campaign_2,AdGroup_3,Creative_3,67.85757592957685,15
2023-01-04,Campaign_3,AdGroup_1,Creative_1,322.84825774399866,97
2023-01-04,Campaign_3,AdGroup_1,Creative_2,192.81308419497233,84
2023-01-04,Campaign_3,AdGroup_1,Creative_3,99.20123041335754,40
2023-01-04,Campaign_3,AdGroup_2,Creative_1,278.954932450702,74
2023-01-04,Campaign_3,AdGroup_2,Creative_2,385.4004939079259,88
2023-01-04,Campaign_3,AdGroup_2,Creative_3,257.9686307848528,45
2023-01-04,Campaign_3,AdGroup_3,Creative_1,79.8506754927987,32
2023-01-04,Campaign_3,AdGroup_3,Creative_2,145.7301641506916,84
2023-01-04,Campaign_3,AdGroup_3,Creative_3,144.57830446167782,35
2023-01-05,Campaign_1,AdGroup_1,Creative_1,122.99247965172985,58
2023-01-05,Campaign_1,AdGroup_1,Creative_2,167.14179436034343,54
2023-01-05,Campaign_1,AdGroup_1,Creative_3,114.46835277263389,10
2023-01-05,Campaign_1,AdGroup_2,Creative_1,337.75739639597305,26
2023-01-05,Campaign_1,AdGroup_2,Creative_2,427.84034621837424,61
2023-01-05,Campaign_1,AdGroup_2,Creative_3,79.6824908078107,78
2023-01-05,Campaign_1,AdGroup_3,Creative_1,397.48011329446103,73
2023-01-05,Campaign_1,AdGroup_3,Creative_2,124.4327516808169,13
2023-01-05,Campaign_1,AdGroup_3,Creative_3,242.06487801270885,90
2023-01-05,Campaign_2,AdGroup_1,Creative_1,327.55026065074594,89
2023-01-05,Campaign_2,AdGroup_1,Creative_2,228.92507707759177,24
2023-01-05,Campaign_2,AdGroup_1,Creative_3,300.4939346878204,35
2023-01-05,Campaign_2,AdGroup_2,Creative_1,53.601219793444805,68
2023-01-05,Campaign_2,AdGroup_2,Creative_2,182.53019540530292,39
2023-01-05,Campaign_2,AdGroup_2,Creative_3,60.84573192370355,32
2023-01-05,Campaign_2,AdGroup_3,Creative_1,466.7816420179041,86
2023-01-05,Campaign_2,AdGroup_3,Creative_2,215.76958431075528,69
2023-01-05,Campaign_2,AdGroup_3,Creative_3,483.4681377983203,81
2023-01-05,Campaign_3,AdGroup_1,Creative_1,209.55975321567269,53
2023-01-05,Campaign_3,AdGroup_1,Creative_2,361.9333395924268,48
2023-01-05,Campaign_3,AdGroup_1,Creative_3,59.68616237338909,79
2023-01-05,Campaign_3,AdGroup_2,Creative_1,422.2019620268296,53
2023-01-05,Campaign_3,AdGroup_2,Creative_2,262.43753939336773,79
2023-01-05,Campaign_3,AdGroup_2,Creative_3,199.42860846507665,99
2023-01-05,Campaign_3,AdGroup_3,Creative_1,448.56043729387824,11
2023-01-05,Campaign_3,AdGroup_3,Creative_2,205.13149370748206,36
2023-01-05,Campaign_3,AdGroup_3,Creative_3,453.3261127432763,74
2023-01-06,Campaign_1,AdGroup_1,Creative_1,60.747842546005074,62
2023-01-06,Campaign_1,AdGroup_1,Creative_2,256.9461196175631,22
2023-01-06,Campaign_1,AdGroup_1,Creative_3,205.82983202764103,93
2023-01-06,Campaign_1,AdGroup_2,Creative_1,178.57348328036642,71
2023-01-06,Campaign_1,AdGroup_2,Creative_2,477.51948959827155,46
2023-01-06,Campaign_1,AdGroup_2,Creative_3,56.98997399787608,76
2023-01-06,Campaign_1,AdGroup_3,Creative_1,148.2769544806656,63
2023-01-06,Campaign_1,AdGroup_3,Creative_2,155.87074906974965,67
2023-01-06,Campaign_1,AdGroup_3,Creative_3,310.035746878041,86
2023-01-06,Campaign_2,AdGroup_1,Creative_1,325.41402967022026,21
2023-01-06,Campaign_2,AdGroup_1,Creative_2,57.14284136211241,26
2023-01-06,Campaign_2,AdGroup_1,Creative_3,229.7368810577005,94
2023-01-06,Campaign_2,AdGroup_2,Creative_1,440.38285530762084,51
2023-01-06,Campaign_2,AdGroup_2,Creative_2,219.46114163559852,95
2023-01-06,Campaign_2,AdGroup_2,Creative_3,87.01470771523,56
2023-01-06,Campaign_2,AdGroup_3,Creative_1,144.2717966334535,82
2023-01-06,Campaign_2,AdGroup_3,Creative_2,332.6342892383077,23
2023-01-06,Campaign_2,AdGroup_3,Creative_3,314.0750032952373,46
2023-01-06,Campaign_3,AdGroup_1,Creative_1,83.62575423897223,28
2023-01-06,Campaign_3,AdGroup_1,Creative_2,389.7869848104561,73
2023-01-06,Campaign_3,AdGroup_1,Creative_3,455.23784711223647,99
2023-01-06,Campaign_3,AdGroup_2,Creative_1,168.8914884020012,12
2023-01-06,Campaign_3,AdGroup_2,Creative_2,221.94623841418274,88
2023-01-06,Campaign_3,AdGroup_2,Creative_3,60.42592883606112,52
2023-01-06,Campaign_3,AdGroup_3,Creative_1,192.8227756812246,31
2023-01-06,Campaign_3,AdGroup_3,Creative_2,302.6565301687365,26
2023-01-06,Campaign_3,AdGroup_3,Creative_3,488.2109350672635,21
2023-01-07,Campaign_1,AdGroup_1,Creative_1,54.49987616021787,24
2023-01-07,Campaign_1,AdGroup_1,Creative_2,64.38030113279244,85
2023-01-07,Campaign_1,AdGroup_1,Creative_3,456.72888012186735,42
2023-01-07,Campaign_1,AdGroup_2,Creative_1,171.593717913391,59
2023-01-07,Campaign_1,AdGroup_2,Creative_2,184.4601030253177,10
2023-01-07,Campaign_1,AdGroup_2,Creative_3,287.471590838936,80
2023-01-07,Campaign_1,AdGroup_3,Creative_1,133.30143770292278,37
2023-01-07,Campaign_1,AdGroup_3,Creative_2,379.91413637938,62
2023-01-07,Campaign_1,AdGroup_3,Creative_3,249.7135944433343,60
2023-01-07,Campaign_2,AdGroup_1,Creative_1,259.5694453663914,95
2023-01-07,Campaign_2,AdGroup_1,Creative_2,336.33077465514987,39
2023-01-07,Campaign_2,AdGroup_1,Creative_3,220.06588069764493,24
2023-01-07,Campaign_2,AdGroup_2,Creative_1,69.98807364497917,18
2023-01-07,Campaign_2,AdGroup_2,Creative_2,415.3364139742429,40
2023-01-07,Campaign_2,AdGroup_2,Creative_3,82.90549002428324,74
2023-01-07,Campaign_2,AdGroup_3,Creative_1,134.32036058930416,27
2023-01-07,Campaign_2,AdGroup_3,Creative_2,260.09601024348785,20
2023-01-07,Campaign_2,AdGroup_3,Creative_3,263.8187296783028,85
2023-01-07,Campaign_3,AdGroup_1,Creative_1,316.6303409446085,15
2023-01-07,Campaign_3,AdGroup_1,Creative_2,112.67602266622703,96
2023-01-07,Campaign_3,AdGroup_1,Creative_3,459.3359862282007,66
2023-01-07,Campaign_3,AdGroup_2,Creative_1,148.4073054038069,91
2023-01-07,Campaign_3,AdGroup_2,Creative_2,274.8128768054987,58
2023-01-07,Campaign_3,AdGroup_2,Creative_3,54.01070448523384,22
2023-01-07,Campaign_3,AdGroup_3,Creative_1,161.61510126975384,26
2023-01-07,Campaign_3,AdGroup_3,Creative_2,74.95669563957992,37
2023-01-07,Campaign_3,AdGroup_3,Creative_3,322.2964551683498,13
2023-01-08,Campaign_1,AdGroup_1,Creative_1,95.88526674160885,12
2023-01-08,Campaign_1,AdGroup_1,Creative_2,405.66808517808795,71
2023-01-08,Campaign_1,AdGroup_1,Creative_3,140.09404837945698,84
2023-01-08,Campaign_1,AdGroup_2,Creative_1,120.29757569999848,40
2023-01-08,Campaign_1,AdGroup_2,Creative_2,115.04549305609692,26
2023-01-08,Campaign_1,AdGroup_2,Creative_3,115.11135548295162,70
2023-01-08,Campaign_1,AdGroup_3,Creative_1,283.70832096471486,41
